,index,Scotland,East Anglian Region,London Region,South Region,North Western Region,West Midlands Region,South West Region,East Midlands Region,South East Region,Wales,Yorkshire Region,North Region,Ireland,id_student,code_module,module_domain,module_presentation_length,term,year,num_of_prev_attempts,final_result,date_registration,disability,gender,age_band,highest_education,imd_band,studied_credits,b4_sum_clicks,half_sum_clicks,std_half_score
27843,31436,0,0,0,0,0,0,0,0,1,0,0,0,0,2471302,5,1,268,0,0,0,0,-108.0,0,1,1,1,4.0,120,0.0,0.0,0.0
27844,31437,0,0,1,0,0,0,0,0,0,0,0,0,0,2471673,3,1,262,0,1,0,1,-22.0,0,0,2,3,9.0,100,93.0,154.0,89.5
27845,31438,1,0,0,0,0,0,0,0,0,0,0,0,0,2471812,3,1,262,0,1,0,0,-38.0,0,1,0,2,9.0,120,0.0,0.0,0.0
27846,31439,0,0,0,0,0,0,0,1,0,0,0,0,0,2472033,5,1,268,0,0,1,1,-44.0,0,0,1,2,7.0,210,10.0,734.0,73.6666666666667
27847,31441,0,1,0,0,0,0,0,0,0,0,0,0,0,2472145,3,1,261,0,0,1,1,-49.0,0,0,1,3,4.0,160,85.0,635.0,78.0416666666667
27848,31442,0,1,0,0,0,0,0,0,0,0,0,0,0,2472178,4,1,241,1,1,0,0,-53.0,0,0,1,2,9.0,30,116.0,967.0,89.6666666666667
27849,31443,0,0,0,1,0,0,0,0,0,0,0,0,0,2472995,2,1,269,0,1,0,0,-28.0,0,0,1,3,9.0,30,114.0,294.0,30.9
27850,31444,0,0,0,0,0,0,1,0,0,0,0,0,0,2473025,3,1,241,1,1,0,1,-267.0,0,0,1,3,5.0,120,33.0,653.0,82.5
27851,31445,0,0,0,0,0,1,0,0,0,0,0,0,0,2473058,2,1,241,1,1,0,0,-68.0,0,0,0,2,5.0,90,22.0,123.0,1.0
27852,31446,0,0,0,0,0,1,0,0,0,0,0,0,0,2473058,2,1,269,0,1,1,0,-23.0,0,0,0,2,5.0,100,0.0,0.0,0.0
27853,31447,0,0,1,0,0,0,0,0,0,0,0,0,0,2473456,3,1,261,0,0,0,1,-35.0,0,1,1,1,7.0,60,55.0,1055.0,77.25
27854,31448,0,0,0,0,0,0,0,0,1,0,0,0,0,2473538,0,0,269,0,1,0,1,-146.0,0,1,1,2,8.0,60,139.0,902.0,52.6
27855,31449,1,0,0,0,0,0,0,0,0,0,0,0,0,2473780,1,0,268,0,0,0,1,-100.0,0,1,0,3,2.0,60,68.0,1013.0,84.0322580645161
27856,31451,0,0,0,0,1,0,0,0,0,0,0,0,0,2474436,3,1,261,0,0,0,0,-29.0,0,1,0,2,2.0,120,125.0,72.0,10.3333333333333
27857,31452,0,0,0,0,0,0,0,0,1,0,0,0,0,2474493,1,0,240,1,0,0,1,-60.0,0,1,0,2,5.0,120,0.0,144.0,68.3720930232558
27858,31453,1,0,0,0,0,0,0,0,0,0,0,0,0,2474849,0,0,269,0,1,1,0,-73.0,0,1,1,2,0.0,60,0.0,142.0,7.0
27859,31454,0,0,0,0,0,0,0,0,0,1,0,0,0,2474925,5,1,240,1,0,0,0,-34.0,0,0,0,2,5.0,60,72.0,425.0,21.5
27860,31456,0,0,0,0,0,0,0,0,0,0,0,0,1,2475034,1,0,240,1,0,0,0,-112.0,0,1,0,1,9.0,60,0.0,0.0,0.0
27861,31457,0,0,0,0,0,0,0,0,0,0,1,0,0,2475591,1,0,262,0,1,0,1,4.0,0,1,1,3,3.0,120,0.0,1078.0,62.6666666666667
27862,31458,1,0,0,0,0,0,0,0,0,0,0,0,0,2475780,1,0,240,1,0,4,1,-73.0,0,1,1,1,9.0,120,0.0,155.0,69.0930232558139
27863,31460,0,0,0,0,0,1,0,0,0,0,0,0,0,2476144,1,0,268,0,0,0,0,-30.0,1,1,1,1,0.0,120,0.0,0.0,0.0
27864,31461,0,0,0,0,0,1,0,0,0,0,0,0,0,2476144,1,0,234,1,1,1,1,-75.0,1,1,1,1,0.0,120,1.0,169.0,93.7441860465116
27865,31462,1,0,0,0,0,0,0,0,0,0,0,0,0,2476409,3,1,262,0,1,0,1,-60.0,0,0,1,3,4.0,60,1.0,116.0,62.5
27866,31463,0,0,0,0,0,0,0,0,1,0,0,0,0,2476649,1,0,240,1,0,1,1,-49.0,0,1,0,1,8.0,60,137.0,395.0,84.8372093023256
27867,31464,0,0,1,0,0,0,0,0,0,0,0,0,0,2476998,3,1,240,1,0,0,1,-22.0,0,1,0,1,3.0,60,20.0,986.0,76.3859649122807
27868,31466,0,0,0,1,0,0,0,0,0,0,0,0,0,2477052,3,1,261,0,0,0,1,-179.0,0,0,1,1,9.0,70,226.0,1427.0,93.625
27869,31468,0,0,0,0,0,0,0,0,1,0,0,0,0,2477792,3,1,261,0,0,0,0,-86.0,0,0,1,3,4.0,60,153.0,197.0,80.25
27870,31469,0,1,0,0,0,0,0,0,0,0,0,0,0,2478799,2,1,241,1,1,0,0,-103.0,0,0,0,1,8.0,60,7.0,220.0,5.65
27871,31470,0,1,0,0,0,0,0,0,0,0,0,0,0,2478799,4,1,241,1,1,0,0,-103.0,0,0,0,1,8.0,60,45.0,379.0,40.2222222222222
27872,31471,1,0,0,0,0,0,0,0,0,0,0,0,0,2479086,3,1,240,1,0,0,0,-23.0,0,1,0,1,2.0,60,313.0,913.0,35.4122807017544
27873,31472,1,0,0,0,0,0,0,0,0,0,0,0,0,2479086,3,1,261,0,0,1,0,-52.0,0,1,0,1,2.0,60,0.0,0.0,0.0
27874,31473,0,0,0,0,0,0,0,0,1,0,0,0,0,2479413,5,1,240,1,0,0,1,-73.0,0,0,1,3,3.0,90,123.0,2694.0,79.5
27875,31474,0,0,0,0,1,0,0,0,0,0,0,0,0,2479954,0,0,268,0,0,0,1,-46.0,0,0,0,2,4.0,60,62.0,141.0,81.4
27876,31476,0,0,1,0,0,0,0,0,0,0,0,0,0,2480654,2,1,269,0,1,0,0,-25.0,0,1,1,1,2.0,240,0.0,0.0,0.0
27877,31477,0,0,0,1,0,0,0,0,0,0,0,0,0,2480865,1,0,240,1,0,0,0,-137.0,0,1,0,2,9.0,120,0.0,0.0,0.0
27878,31478,0,1,0,0,0,0,0,0,0,0,0,0,0,2480886,5,1,241,1,1,0,0,-39.0,1,1,0,2,8.0,60,0.0,1177.0,24.5
27879,31479,0,1,0,0,0,0,0,0,0,0,0,0,0,2480886,5,1,269,0,1,1,0,-58.0,1,1,0,2,8.0,60,42.0,1918.0,71.5
27880,31480,0,0,1,0,0,0,0,0,0,0,0,0,0,2481224,1,0,240,1,0,0,1,-55.0,1,0,1,1,1.0,120,138.0,1359.0,113.651162790698
27881,31481,0,0,1,0,0,0,0,0,0,0,0,0,0,2481482,5,1,241,1,1,0,1,-53.0,0,0,1,3,4.0,60,53.0,1742.0,81.5
27882,31482,0,0,0,0,0,0,0,0,0,0,0,0,1,2481629,3,1,262,0,1,1,1,-65.0,0,0,1,1,9.0,60,43.0,824.0,81.1
27883,31483,0,0,0,0,0,0,1,0,0,0,0,0,0,2481646,5,1,240,1,0,0,1,-60.0,0,0,1,3,3.0,60,68.0,2017.0,69.5
27884,31484,0,0,0,1,0,0,0,0,0,0,0,0,0,2481657,1,0,268,0,0,0,0,-153.0,0,1,0,1,9.0,60,0.0,0.0,0.0
27885,31485,0,0,0,0,0,0,0,0,1,0,0,0,0,2481765,1,0,240,1,0,0,1,-57.0,0,1,1,2,9.0,60,15.0,549.0,74.953488372093
27886,31486,0,0,0,0,0,0,0,0,0,1,0,0,0,2481901,0,0,268,0,0,0,1,-195.0,0,0,1,1,8.0,60,302.0,1288.0,78.4
27887,31487,0,0,0,0,0,0,1,0,0,0,0,0,0,2482085,3,1,262,0,1,0,0,-129.0,0,1,1,2,2.0,60,32.0,77.0,8.0
27888,31488,0,0,0,1,0,0,0,0,0,0,0,0,0,2482700,0,0,268,0,0,0,1,-59.0,0,0,0,1,9.0,120,90.0,1206.0,53.4
27889,31489,0,0,0,0,0,0,0,0,0,1,0,0,0,2482710,5,1,269,0,1,0,1,-66.0,0,1,1,2,7.0,60,0.0,2149.0,87.5
27890,31491,0,0,0,1,0,0,0,0,0,0,0,0,0,2482994,1,0,234,1,1,0,0,-28.0,0,1,0,1,9.0,60,6.0,149.0,69.2790697674419
27891,31492,0,0,0,1,0,0,0,0,0,0,0,0,0,2482994,1,0,262,0,1,1,0,-10.0,0,1,0,1,9.0,60,0.0,15.0,16.3333333333333
27892,31493,0,0,0,0,0,0,0,0,0,1,0,0,0,2483179,1,0,240,1,0,0,1,-36.0,0,1,0,1,4.0,60,80.0,2145.0,73.953488372093
27893,31494,1,0,0,0,0,0,0,0,0,0,0,0,0,2483382,2,1,269,0,1,0,0,-22.0,1,1,0,2,3.0,60,0.0,294.0,13.7
27894,31495,0,0,0,0,0,0,0,0,1,0,0,0,0,2483568,1,0,240,1,0,0,1,-73.0,0,1,1,2,5.0,120,49.0,1076.0,66.4651162790698
27895,31496,1,0,0,0,0,0,0,0,0,0,0,0,0,2484189,4,1,269,0,1,0,0,-66.0,0,0,0,1,6.0,60,0.0,154.0,13.1111111111111
27896,31497,0,0,0,1,0,0,0,0,0,0,0,0,0,2484726,3,1,262,0,1,0,1,-66.0,0,1,1,3,9.0,60,289.0,1363.0,87.5
27897,31498,0,0,0,0,0,0,1,0,0,0,0,0,0,2485582,3,1,261,0,0,0,1,-198.0,0,0,1,1,4.0,60,381.0,2301.0,81.3333333333333
27898,31499,0,1,0,0,0,0,0,0,0,0,0,0,0,2485655,2,1,269,0,1,0,0,-85.0,0,0,0,3,2.0,30,0.0,0.0,0.0
27899,31500,0,1,0,0,0,0,0,0,0,0,0,0,0,2485655,4,1,268,0,0,0,1,-27.0,0,0,0,3,2.0,30,145.0,4797.0,86.8888888888889
27900,31501,1,0,0,0,0,0,0,0,0,0,0,0,0,2485856,3,1,261,0,0,1,0,-38.0,0,1,1,1,2.0,120,0.0,0.0,0.0
27901,31502,1,0,0,0,0,0,0,0,0,0,0,0,0,2485856,3,1,241,1,1,2,0,-24.0,0,1,1,1,2.0,120,0.0,0.0,0.0
27902,31503,0,1,0,0,0,0,0,0,0,0,0,0,0,2486127,0,0,268,0,0,0,1,-144.0,0,1,0,3,9.0,120,69.0,1084.0,71.2
27903,31504,0,0,0,0,0,0,0,0,0,1,0,0,0,2486159,1,0,262,0,1,1,1,-39.0,0,1,1,2,2.0,60,20.0,320.0,67.6666666666667
27904,31505,0,1,0,0,0,0,0,0,0,0,0,0,0,2486215,5,1,269,0,1,0,0,-142.0,0,0,0,2,7.0,180,0.0,0.0,0.0
27905,31506,0,0,1,0,0,0,0,0,0,0,0,0,0,2486769,2,1,241,1,1,0,0,-154.0,0,0,1,3,0.0,90,10.0,368.0,25.925
27906,31507,0,0,1,0,0,0,0,0,0,0,0,0,0,2486769,3,1,261,0,0,0,0,-50.0,0,0,1,3,0.0,90,14.0,548.0,76.375
27907,31508,0,0,0,0,0,0,0,1,0,0,0,0,0,2486930,5,1,269,0,1,0,1,-32.0,0,0,1,3,1.0,90,40.0,389.0,75.0
27908,31509,0,0,0,0,0,0,0,0,0,1,0,0,0,2487430,1,0,262,0,1,0,1,-39.0,0,1,0,2,1.0,60,41.0,289.0,70.3333333333333
27909,31510,0,0,1,0,0,0,0,0,0,0,0,0,0,2487541,1,0,240,1,0,0,1,-15.0,0,1,1,3,5.0,60,14.0,1276.0,86.7209302325581
27910,31511,0,0,0,0,0,0,0,0,1,0,0,0,0,2487573,1,0,262,0,1,0,1,-28.0,0,1,1,1,9.0,150,19.0,850.0,58.3333333333333
27911,31512,0,0,0,0,0,0,0,0,0,0,0,0,1,2487785,1,0,268,0,0,0,0,-141.0,0,1,0,1,8.0,120,0.0,0.0,0.0
27912,31513,0,0,0,0,0,0,0,0,0,0,0,0,1,2487785,1,0,234,1,1,1,1,-68.0,0,1,0,1,8.0,120,80.0,511.0,78.3488372093023
27913,31514,0,0,0,0,0,0,0,0,1,0,0,0,0,2487982,5,1,268,0,0,4,1,-150.0,0,0,1,3,3.0,60,1378.0,8966.0,86.0
27914,31516,0,0,0,0,0,0,0,1,0,0,0,0,0,2488251,5,1,240,1,0,0,1,-25.0,0,0,0,1,4.0,60,37.0,1408.0,91.5
27915,31517,1,0,0,0,0,0,0,0,0,0,0,0,0,2488382,2,1,241,1,1,0,1,-22.0,0,1,0,3,5.0,30,0.0,696.0,96.5
27916,31518,0,0,0,0,1,0,0,0,0,0,0,0,0,2488713,2,1,241,1,1,0,0,-95.0,0,0,1,3,6.0,30,13.0,277.0,3.0
27917,31519,0,0,0,0,0,1,0,0,0,0,0,0,0,2488714,1,0,268,0,0,0,0,-155.0,0,0,1,1,9.0,60,0.0,0.0,0.0
27918,31520,0,0,0,0,0,0,0,0,1,0,0,0,0,2488965,3,1,262,0,1,0,0,-24.0,0,0,0,3,5.0,60,0.0,0.0,0.0
27919,31521,0,0,1,0,0,0,0,0,0,0,0,0,0,2492219,5,1,241,1,1,0,1,-22.0,0,0,1,3,2.0,60,237.0,1789.0,82.0
27920,31522,0,0,0,0,1,0,0,0,0,0,0,0,0,2492787,5,1,241,1,1,3,1,-141.0,0,0,0,1,3.0,60,6.0,1326.0,85.0
27921,31523,0,0,0,0,0,0,0,0,0,1,0,0,0,2492827,4,1,241,1,1,0,1,-25.0,0,0,0,2,6.0,60,187.0,396.0,49.0
27922,31524,0,0,0,0,1,0,0,0,0,0,0,0,0,2493107,2,1,241,1,1,0,0,-312.0,1,1,1,1,0.0,90,0.0,0.0,0.0
27923,31525,0,1,0,0,0,0,0,0,0,0,0,0,0,2494258,1,0,234,1,1,0,0,-69.0,0,1,0,2,1.0,120,0.0,0.0,0.0
27924,31526,0,1,0,0,0,0,0,0,0,0,0,0,0,2494258,1,0,262,0,1,1,1,-156.0,0,1,0,2,1.0,60,0.0,102.0,68.0
27925,31527,0,0,0,0,0,0,0,0,0,1,0,0,0,2494306,3,1,262,0,1,0,1,-30.0,0,0,1,2,7.0,90,150.0,200.0,84.5
27926,31528,0,0,0,0,1,0,0,0,0,0,0,0,0,2494338,5,1,241,1,1,0,0,-95.0,1,0,1,1,3.0,60,13.0,266.0,15.5
27927,31529,1,0,0,0,0,0,0,0,0,0,0,0,0,2494507,2,1,241,1,1,0,1,-52.0,0,0,0,3,8.0,30,10.0,350.0,90.3
27928,31530,0,0,0,0,0,0,0,0,0,0,1,0,0,2494700,0,0,269,0,1,0,1,-56.0,0,0,0,3,7.0,60,180.0,2260.0,81.0
27929,31532,0,0,0,0,0,0,0,0,0,1,0,0,0,2495139,3,1,241,1,1,0,0,-20.0,0,1,0,1,2.0,120,0.0,0.0,0.0
27930,31533,0,0,0,0,0,0,0,0,0,0,0,0,1,2495352,3,1,261,0,0,0,0,-72.0,0,0,1,1,3.0,60,0.0,0.0,0.0
27931,31534,0,0,0,0,0,0,0,0,0,1,0,0,0,2496235,1,0,268,0,0,0,0,-38.0,0,0,1,3,0.0,180,0.0,0.0,0.0
27932,31535,0,0,0,0,0,0,0,1,0,0,0,0,0,2496748,5,1,240,1,0,1,1,-94.0,0,1,1,2,6.0,120,41.0,1515.0,76.0
27933,31536,0,0,0,0,0,0,0,0,0,0,0,1,0,2497090,5,1,269,0,1,0,0,-129.0,0,0,0,2,6.0,120,0.0,0.0,0.0
27934,31537,1,0,0,0,0,0,0,0,0,0,0,0,0,2497189,1,0,262,0,1,1,0,-100.0,1,1,0,2,3.0,120,0.0,23.0,0.0
27935,31538,1,0,0,0,0,0,0,0,0,0,0,0,0,2497624,1,0,262,0,1,0,1,-49.0,1,1,1,1,6.0,120,120.0,1064.0,71.3333333333333
27936,31540,0,0,0,0,0,0,0,1,0,0,0,0,0,2498182,1,0,240,1,0,0,0,-86.0,0,0,0,2,0.0,60,0.0,0.0,0.0
27937,31541,0,0,0,0,0,0,0,0,0,1,0,0,0,2498299,1,0,240,1,0,1,1,-21.0,0,1,0,2,3.0,120,38.0,426.0,86.3488372093023
27938,31544,0,0,0,0,1,0,0,0,0,0,0,0,0,2498614,4,1,269,0,1,0,0,-14.0,0,0,1,3,4.0,30,20.0,755.0,18.6666666666667
27939,31545,0,0,0,0,1,0,0,0,0,0,0,0,0,2498700,0,0,268,0,0,0,1,-43.0,0,1,0,1,4.0,240,60.0,909.0,76.0
27940,31546,0,1,0,0,0,0,0,0,0,0,0,0,0,2499307,3,1,240,1,0,0,0,-72.0,0,0,0,2,6.0,60,48.0,896.0,70.5087719298246
27941,31547,0,1,0,0,0,0,0,0,0,0,0,0,0,2499307,5,1,269,0,1,1,1,-23.0,0,0,0,2,6.0,60,29.0,1302.0,85.0
27942,31548,0,0,0,0,0,0,1,0,0,0,0,0,0,2499525,3,1,262,0,1,0,1,-41.0,0,1,0,2,3.0,60,0.0,1163.0,90.6
27943,31549,0,0,0,0,0,1,0,0,0,0,0,0,0,2499779,2,1,269,0,1,0,0,-23.0,0,1,1,3,2.0,30,0.0,597.0,79.65
27944,31550,0,0,1,0,0,0,0,0,0,0,0,0,0,2499850,3,1,241,1,1,1,0,-22.0,0,0,1,3,5.0,120,0.0,0.0,0.0
27945,31551,0,0,0,0,0,0,0,0,0,0,1,0,0,2499949,5,1,268,0,0,0,0,-67.0,0,0,0,1,0.0,210,0.0,125.0,12.0
27946,31552,0,0,0,0,0,0,0,0,1,0,0,0,0,2500064,2,1,269,0,1,0,0,-84.0,0,0,0,1,4.0,120,4.0,441.0,16.25
27947,31553,1,0,0,0,0,0,0,0,0,0,0,0,0,2500149,5,1,268,0,0,0,1,-32.0,0,0,1,1,3.0,90,401.0,1741.0,83.0
27948,31554,0,0,0,0,1,0,0,0,0,0,0,0,0,2500258,0,0,269,0,1,0,1,-102.0,0,1,0,2,7.0,120,139.0,1076.0,67.2
27949,31555,0,0,0,0,0,0,1,0,0,0,0,0,0,2501127,4,1,269,0,1,0,0,-137.0,0,0,0,1,6.0,30,0.0,0.0,0.0
27950,31556,1,0,0,0,0,0,0,0,0,0,0,0,0,2501479,3,1,240,1,0,0,0,-24.0,0,0,1,3,4.0,60,17.0,815.0,87.4298245614035
27951,31557,0,0,0,0,0,0,0,0,0,1,0,0,0,2501578,3,1,261,0,0,0,0,-98.0,0,1,0,2,7.0,60,0.0,0.0,0.0
27952,31558,0,0,0,0,0,0,0,1,0,0,0,0,0,2501768,3,1,240,1,0,1,1,-67.0,0,1,1,1,1.0,120,66.0,1268.0,74.4122807017544
27953,31559,0,0,0,0,0,0,0,0,0,0,1,0,0,2502127,1,0,234,1,1,0,1,-71.0,0,1,0,2,0.0,60,0.0,1851.0,119.46511627907
27954,31560,0,0,0,0,0,0,0,0,1,0,0,0,0,2502504,3,1,240,1,0,0,1,-44.0,0,1,0,2,8.0,60,95.0,488.0,78.9035087719298
27955,31561,0,0,0,0,0,0,1,0,0,0,0,0,0,2502516,3,1,241,1,1,0,1,-102.0,0,1,0,2,6.0,60,591.0,1007.0,84.375
27956,31562,0,0,0,0,0,0,0,0,0,0,1,0,0,2502707,3,1,240,1,0,0,0,-42.0,0,0,0,2,4.0,90,20.0,719.0,46.3684210526316
27957,31563,0,0,0,0,0,0,0,0,0,0,1,0,0,2502707,3,1,241,1,1,2,0,-15.0,0,0,0,2,4.0,130,0.0,0.0,0.0
27958,31564,0,0,1,0,0,0,0,0,0,0,0,0,0,2502882,2,1,269,0,1,0,0,-155.0,1,0,1,2,8.0,30,0.0,0.0,0.0
27959,31565,0,0,0,0,0,0,0,1,0,0,0,0,0,2503063,2,1,241,1,1,0,1,-134.0,0,0,0,2,1.0,90,2.0,364.0,84.525
27960,31566,0,0,0,0,0,0,0,1,0,0,0,0,0,2503063,5,1,268,0,0,0,1,-15.0,0,0,0,2,1.0,90,24.0,2550.0,92.0
27961,31567,0,0,0,0,0,0,0,0,0,1,0,0,0,2503273,3,1,241,1,1,0,1,-78.0,0,0,1,1,1.0,60,434.0,4354.0,70.3333333333333
27962,31568,0,0,1,0,0,0,0,0,0,0,0,0,0,2503799,5,1,241,1,1,0,0,-42.0,0,0,1,2,1.0,90,101.0,781.0,13.5
27963,31569,0,0,0,0,0,0,1,0,0,0,0,0,0,2504129,5,1,269,0,1,0,0,-148.0,0,1,0,1,0.0,120,18.0,318.0,44.5
27964,31570,0,0,0,0,1,0,0,0,0,0,0,0,0,2504694,2,1,269,0,1,0,0,-52.0,1,1,0,1,1.0,90,0.0,0.0,0.0
27965,31571,0,0,0,1,0,0,0,0,0,0,0,0,0,2505058,5,1,269,0,1,0,0,-53.0,0,0,0,2,1.0,60,41.0,146.0,18.0
27966,31572,1,0,0,0,0,0,0,0,0,0,0,0,0,2505299,4,1,268,0,0,0,1,-52.0,0,0,0,2,3.0,60,462.0,1041.0,90.8888888888889
27967,31573,0,0,0,0,0,1,0,0,0,0,0,0,0,2505389,3,1,261,0,0,0,0,-44.0,0,0,0,2,2.0,60,0.0,0.0,0.0
27968,31574,0,0,0,1,0,0,0,0,0,0,0,0,0,2505413,3,1,261,0,0,0,0,-63.0,1,1,0,1,3.0,120,0.0,0.0,0.0
27969,31575,0,0,0,0,0,0,0,1,0,0,0,0,0,2505501,3,1,240,1,0,0,1,-25.0,0,0,1,3,6.0,180,1.0,85.0,53.280701754386
27970,31577,0,0,0,0,0,0,1,0,0,0,0,0,0,2507271,5,1,240,1,0,0,0,-24.0,0,0,0,1,3.0,60,200.0,1545.0,74.0
27971,31578,0,0,0,0,1,0,0,0,0,0,0,0,0,2507842,0,0,269,0,1,0,0,-128.0,0,1,1,2,9.0,60,308.0,896.0,15.8
27972,31579,0,0,0,0,0,0,1,0,0,0,0,0,0,2507993,3,1,262,0,1,0,1,-94.0,0,0,1,3,3.0,60,25.0,501.0,74.6
27973,31581,0,0,0,0,0,0,0,0,1,0,0,0,0,2508403,5,1,240,1,0,0,0,-86.0,1,1,1,1,4.0,75,628.0,1655.0,64.0
27974,31582,0,0,0,1,0,0,0,0,0,0,0,0,0,2508785,3,1,240,1,0,3,0,-51.0,0,1,0,1,8.0,130,13.0,396.0,29.9298245614035
27975,31583,0,0,1,0,0,0,0,0,0,0,0,0,0,2509297,1,0,268,0,0,0,0,-113.0,0,1,0,3,0.0,240,0.0,0.0,0.0
27976,31584,0,0,1,0,0,0,0,0,0,0,0,0,0,2509297,1,0,234,1,1,1,0,-52.0,0,1,0,3,0.0,240,0.0,0.0,0.0
27977,31585,0,0,1,0,0,0,0,0,0,0,0,0,0,2509321,3,1,262,0,1,0,1,-30.0,0,0,0,1,1.0,60,60.0,353.0,88.5
27978,31586,0,0,0,0,0,1,0,0,0,0,0,0,0,2509639,0,0,269,0,1,0,1,-87.0,0,0,0,2,8.0,90,55.0,626.0,66.2
27979,31587,0,0,1,0,0,0,0,0,0,0,0,0,0,2510414,1,0,268,0,0,0,0,-129.0,0,0,1,1,0.0,60,0.0,103.0,45.8709677419355
27980,31588,0,0,0,0,0,1,0,0,0,0,0,0,0,2510667,5,1,240,1,0,0,1,-36.0,0,0,0,2,0.0,60,322.0,2246.0,80.0
27981,31589,0,0,0,0,0,0,0,0,0,0,0,0,1,2511519,1,0,262,0,1,0,1,-30.0,0,1,1,2,3.0,60,228.0,531.0,85.0
27982,31591,0,0,0,0,0,0,0,0,0,0,1,0,0,2512349,1,0,234,1,1,0,0,-17.0,0,1,1,1,4.0,60,0.0,0.0,0.0
27983,31592,0,0,0,0,0,0,0,0,0,1,0,0,0,2512392,1,0,240,1,0,0,0,-24.0,0,1,1,1,9.0,120,53.0,2205.0,78.5348837209302
27984,31593,0,0,0,0,0,0,0,0,0,1,0,0,0,2512392,1,0,268,0,0,1,1,-67.0,0,1,1,1,9.0,60,7.0,59.0,0.0
27985,31594,0,0,0,0,0,1,0,0,0,0,0,0,0,2513083,1,0,268,0,0,1,0,-100.0,0,1,0,1,3.0,90,0.0,0.0,0.0
27986,31595,0,0,0,0,1,0,0,0,0,0,0,0,0,2513245,3,1,240,1,0,0,1,-153.0,0,0,0,1,2.0,120,20.0,753.0,80.2631578947368
27987,31596,0,1,0,0,0,0,0,0,0,0,0,0,0,2513333,4,1,268,0,0,0,0,-137.0,0,0,0,2,8.0,60,0.0,0.0,0.0
27988,31597,0,0,0,0,0,0,0,0,1,0,0,0,0,2513954,1,0,234,1,1,0,1,-122.0,0,1,1,1,6.0,60,121.0,1738.0,117.744186046512
27989,31598,0,0,1,0,0,0,0,0,0,0,0,0,0,2513997,2,1,241,1,1,0,0,-1.0,0,0,2,3,5.0,60,0.0,149.0,65.0
27990,31599,0,0,0,0,1,0,0,0,0,0,0,0,0,2514044,1,0,234,1,1,0,1,-57.0,0,1,1,1,2.0,150,34.0,363.0,86.4883720930233
27991,31600,0,0,0,0,0,1,0,0,0,0,0,0,0,2514368,0,0,269,0,1,0,1,-23.0,0,0,1,2,5.0,60,91.0,201.0,79.0
27992,31601,0,1,0,0,0,0,0,0,0,0,0,0,0,2514379,1,0,268,0,0,0,0,-60.0,0,1,0,1,7.0,60,33.0,102.0,72.4354838709677
27993,31602,0,0,0,0,0,0,0,1,0,0,0,0,0,2514431,5,1,240,1,0,0,1,-50.0,0,0,0,2,2.0,160,589.0,3435.0,70.5
27994,31603,0,1,0,0,0,0,0,0,0,0,0,0,0,2514898,0,0,269,0,1,0,1,-128.0,0,1,1,1,9.0,60,259.0,934.0,65.0
27995,31604,0,1,0,0,0,0,0,0,0,0,0,0,0,2514949,5,1,240,1,0,1,0,-77.0,0,0,1,1,1.0,60,328.0,3207.0,64.5
27996,31605,0,0,0,0,0,1,0,0,0,0,0,0,0,2516163,5,1,241,1,1,0,1,-42.0,0,0,1,3,7.0,60,151.0,1923.0,95.5
27997,31606,0,0,0,0,0,0,0,0,0,1,0,0,0,2516497,3,1,241,1,1,0,0,-165.0,0,0,0,2,5.0,60,0.0,0.0,0.0
27998,31607,0,0,0,0,0,0,0,0,1,0,0,0,0,2516503,0,0,268,0,0,0,1,-65.0,0,0,1,3,4.0,60,127.0,1252.0,79.2
27999,31609,1,0,0,0,0,0,0,0,0,0,0,0,0,2516939,3,1,262,0,1,0,1,-161.0,0,0,1,4,9.0,60,101.0,647.0,82.1
28000,31610,0,1,0,0,0,0,0,0,0,0,0,0,0,2517387,3,1,262,0,1,0,0,-98.0,0,1,0,1,9.0,120,30.0,339.0,34.0
28001,31611,0,0,1,0,0,0,0,0,0,0,0,0,0,2517389,2,1,269,0,1,0,1,-25.0,0,0,0,2,9.0,120,14.0,227.0,91.0
28002,31612,0,0,0,0,1,0,0,0,0,0,0,0,0,2517778,2,1,241,1,1,0,0,-85.0,0,1,0,1,2.0,150,21.0,349.0,0.0
28003,31613,0,0,0,0,0,0,0,0,0,0,1,0,0,2517826,3,1,240,1,0,0,0,-46.0,0,1,1,3,5.0,120,0.0,0.0,0.0
28004,31614,0,0,0,0,0,0,1,0,0,0,0,0,0,2517864,1,0,240,1,0,0,1,-15.0,0,1,1,3,3.0,210,46.0,205.0,79.1162790697674
28005,31615,1,0,0,0,0,0,0,0,0,0,0,0,0,2517983,5,1,241,1,1,1,0,-151.0,0,0,1,2,8.0,150,0.0,0.0,0.0
28006,31616,0,0,0,0,0,0,0,1,0,0,0,0,0,2518069,0,0,268,0,0,0,1,-105.0,0,0,0,2,9.0,60,76.0,916.0,76.8
28007,31617,0,0,1,0,0,0,0,0,0,0,0,0,0,2518589,1,0,268,0,0,0,0,-81.0,0,0,0,1,4.0,120,0.0,0.0,0.0
28008,31618,0,1,0,0,0,0,0,0,0,0,0,0,0,2518617,3,1,240,1,0,0,0,-49.0,0,0,0,1,4.0,60,17.0,394.0,49.5
28009,31619,0,0,0,0,0,0,0,0,0,1,0,0,0,2518653,1,0,240,1,0,0,1,-16.0,0,1,0,2,4.0,120,6.0,414.0,94.3023255813954
